"unique.cellid","unique.tissueid","CGP.cellid","CCLE.cellid","GSK.cellid","GRAY.cellid","GNE.cellid","CTRP.cellid","CGP_EMTAB3610.cellid","GDSC_rnaseq.cellid","CCLE_exome.cellid","CCLE_rnaseq.cellid","GDSC.SNP.cellid","Ben_Neel.cellid","CTRPv2.cellid","gCSI.cellid","GDSC1000.cellid","NCI60.cellid","PRISM.cellid","MCLP.cellid","CGP.tissueid","CCLE.tissueid","GSK.tissueid","GRAY.tissueid","GNE.tissueid","CTRP.tissueid","CGP_EMTAB3610.tissueid","CCLE_rnaseq.tissueid","GDSC.SNP.tissueid","Cescon.cellid","Ben_Neel.tissueid","COSMIC.tissueid","CTRPv2.tissueid","gCSI.tissueid","GDSC1000.tissueid","Cleveland.cellid","Cleveland.tissueid","FIMM.cellid","FIMM.tissueid","NCI60.tissueid","PRISM.tissueid","MCLP.tissueid","Cellosaurus.Accession.id","PharmacoDB.id","GDSC_Exome.cellid","unique.tissueid.fromstudies","Cellosaurus.Disease.Type","CellLine.Type","Metastatic","DepMap.cellid","NCI.Sarcoma.cellid"
"AMO1","Lymphoid","","AMO-1","","","AMO-1","AMO1","AMO-1","","AMO-1","AMO-1","AMO-1","","AMO1","AMO-1","AMO-1","","","AMO1","","haematopoietic_and_lymphoid_tissue","","","Blood","HEMATOPOIETIC_AND_LYMPHOID_TISSUE","Blood","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","Blood","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_1806","AMO1_62_2019","AMO-1","haematopoietic_and_lymphoid_tissue","Plasma cell myeloma","Cancer cell line",NA,"ACH-000838",""
"AN3-CA","Uterus","AN3-CA","AN3 CA","AN3CA","","AN3 CA","","AN3-CA","","AN3_CA","AN3_CA","AN3-CA","","AN3CA","AN3 CA","AN3-CA","","AN3CA_ENDOMETRIUM","AN3CA","endometrium","endometrium","uterus","","Uterus","","Uterus","endometrium","urogenital_system","","","endometrium","endometrium","Uterus","endometrium","AN3CA","endometrium","","","","uterus","uterus","CVCL_0028","AN3CA_63_2019","AN3-CA","endometrium","Endometrial adenocarcinoma","Cancer cell line","TRUE","ACH-000940",""
"ANGM-CSS","CNS/Brain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_2297","ANGM-CSS872021_","","","","",NA,"ACH-001329",""
"ARH-77","Lymphoid","ARH-77","","ARH77","","","","ARH-77","ARH-77","","","ARH-77","","","","ARH-77","","","","haematopoietic_and_lymphoid_tissue","","hematopoietic_and_lymphatic_system","","","","Blood","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1072","ARH77_64_2019","ARH-77","haematopoietic_and_lymphoid_tissue","","Transformed cell line",NA,"ACH-002210",""
"ASH-3","Thyroid","","","","","","","ASH-3","ASH-3","","","ASH-3","","","ASH-3","ASH-3","","","","","","","","","","Thyroid","","","","","thyroid","","","thyroid","","","","","","","","CVCL_2856","ASH3_65_2019","ASH-3","thyroid","Thyroid gland undifferentiated (anaplastic) carcinoma","Cancer cell line",NA,"ACH-001443",""
"ATN-1","Lymphoid","ATN-1","","","","","","ATN-1","ATN-1","","","ATN-1","","","","ATN-1","","","","haematopoietic_and_lymphoid_tissue","","","","","","Blood","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1073","ATN1_68_2019","ATN-1","haematopoietic_and_lymphoid_tissue","Adult T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-002058",""
"ATRFLOX","Bowel","","","","","ATRFLOX","","","","","","","","","ATRFLOX","","","","","","","","","Colon","","","","","","","","","","","","","","","","","","CVCL_2299","ATRFLOX_69_2019","","large_intestine","Colon carcinoma","Cancer cell line",NA,"",""
"AU565","Breast","AU565","AU565","","AU565","","","AU565","","AU565","AU565","AU565","au565///AU655///au655","AU565","AU565","AU565","","","AU565","breast","breast","","breast","","","Breast","breast","breast","au565///au655///AU655","breast","breast","breast","Breast","breast","AU565","breast","","","","","breast","CVCL_1074","AU565_70_2019","AU565","breast","Breast adenocarcinoma","Cancer cell line","TRUE","ACH-000248",""
"AZ-521","Esophagus/Stomach","","AZ-521","","","","","","","","","","","","","","","","","","stomach","","","","","","","","","","stomach","","","","","","","","","","","CVCL_2862","AZ521_72_2019","","stomach","Duodenal adenocarcinoma","Cancer cell line",NA,"ACH-001015",""
"AsPC-1","Pancreas","AsPC-1","AsPC-1","ASPC1","","AsPC-1","","AsPC-1","","AsPC-1","AsPC-1","AsPC-1","","ASPC1","AsPC-1","AsPC-1","","ASPC1_PANCREAS","ASPC1","pancreas","pancreas","pancreas","","Pancreas","","Pancreas","pancreas","pancreas","","","pancreas","pancreas","Pancreas","pancreas","ASPC1","pancreas","","","","pancreas","pancreas","CVCL_0152","AsPC1_67_2019","AsPC-1","pancreas","Pancreatic ductal adenocarcinoma","Cancer cell line","TRUE","ACH-000222",""
"Aska-SS","Soft Tissue","","","","","","","","","","","","","ASKA","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_6C43","ASKA_66_2019","","","Biphasic synovial sarcoma","Cancer cell line",NA,"",""
"B-CPAP","Thyroid","BCPAP","B-CPAP","","","","","BCPAP","","B-CPAP","B-CPAP","BCPAP///B-CPAP","","BCPAP","B-CPAP","BCPAP","","BCPAP_THYROID","","thyroid","thyroid","","","","","Thyroid","thyroid","thyroid","","","thyroid","thyroid","Thyroid","thyroid","BCPAP","thyroid","","","","thyroid","","CVCL_0153","BCPAP_82_2019","BCPAP","thyroid","Poorly differentiated thyroid gland carcinoma","Cancer cell line",NA,"ACH-000456",""
"B2-17","CNS/Brain","B2-17","","","","","","","","","","","","","","","","","","central_nervous_system","","","","","","","","","","","central_nervous_system","","","","","","","","","","","","B2-17972021_","","central_nervous_system","Astrocytoma","",NA,"",""
"BALL-1","Lymphoid","BALL-1","","","","","","BALL-1","BALL-1","","","BALL-1","","","","BALL-1","","","BALL1","haematopoietic_and_lymphoid_tissue","","","","","","Blood","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_1075","BALL1_73_2019","BALL-1","haematopoietic_and_lymphoid_tissue","Adult B acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-002211",""
"BB30-HNC","Head and Neck","BB30-HNC","","","","","","BB30-HNC","BB30-HNC","","","BB30-HNC","","","","BB30-HNC","","","","upper_aerodigestive_tract","","","","","","H&N","","aero_digestive_tract","","","upper_aerodigestive_tract","","","upper_aerodigestive_tract","","","","","","","","CVCL_1076","BB30HNC_74_2019","BB30-HNC","upper_aerodigestive_tract","Head and neck squamous cell carcinoma","Cancer cell line",NA,"ACH-002212",""
"BB30-PBL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_VU86","BB30-PBL1002021_","","","","",NA,"ACH-002342",""
"BB49-EBV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_VU51","BB49-EBV1012021_","","","","",NA,"ACH-002343",""
"BB49-HNC","Head and Neck","BB49-HNC","","","","","","BB49-HNC","BB49-HNC","","","BB49-HNC","","","","BB49-HNC","","","","upper_aerodigestive_tract","","","","","","H&N","","aero_digestive_tract","","","upper_aerodigestive_tract","","","upper_aerodigestive_tract","","","","","","","","CVCL_1077","BB49HNC_75_2019","BB49-HNC","upper_aerodigestive_tract","Floor of mouth squamous cell carcinoma","Cancer cell line",NA,"ACH-002213",""
"BB65-EBV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_6F66","BB65-EBV1032021_","","","","",NA,"ACH-002344",""
"BB65-RCC","Kidney","BB65-RCC","","","","","","BB65-RCC","BB65-RCC","","","BB65-RCC","","","","BB65-RCC","","","","kidney","","","","","","Kidney","","kidney","","","kidney","","","kidney","","","","","","","","CVCL_1078","BB65RCC_76_2019","BB65-RCC","kidney","Renal cell carcinoma","Cancer cell line",NA,"ACH-002090",""
"BC-1","Lymphoid","BC-1","","BC1","","","","BC-1","BC-1","","","BC-1","","","","BC-1","","","","haematopoietic_and_lymphoid_tissue","","hematopoietic_and_lymphatic_system","","","","Blood","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1079","BC1_77_2019","BC-1","haematopoietic_and_lymphoid_tissue","Primary effusion lymphoma","Cancer cell line",NA,"ACH-002214",""
"BC-2","Lymphoid","","","BC2","","","","","","","","","","","","","","","","","","hematopoietic_and_lymphatic_system","","","","","","","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1856","BC2_78_2019","","haematopoietic_and_lymphoid_tissue","Primary effusion lymphoma","Cancer cell line",NA,"",""
"BC-3","Lymphoid","BC-3","","BC3","","","","","BC-3","","","BC-3","","","","BC-3","","","","haematopoietic_and_lymphoid_tissue","","hematopoietic_and_lymphatic_system","","","","","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1080","BC3_79_2019","BC-3","haematopoietic_and_lymphoid_tissue","Primary effusion lymphoma","Cancer cell line",NA,"ACH-002215",""
"BC-3C","Bladder/Urinary Tract","","BC-3C","","","","","","","BC-3C","BC-3C","","","BC3C","","","","BC3C_URINARY_TRACT","","","urinary_tract","","","","","","urinary_tract","","","","urinary_tract","urinary_tract","","","BC3C","urinary_tract","","","","urinary_tract","","CVCL_1958","BC3C_80_2019","","urinary_tract","Bladder carcinoma","Cancer cell line",NA,"ACH-000593",""
"BCP-1","Lymphoid","","BCP-1","","","","","","","BCP-1","BCP-1","","","BCP1","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","haematopoietic_and_lymphoid_tissue","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","","","","","","CVCL_0107","BCP1_81_2019","","haematopoietic_and_lymphoid_tissue","Primary effusion lymphoma","Cancer cell line",NA,"ACH-000923",""
"BDCM","Myeloid","","BDCM","BDCM","","","","","","BDCM","BDCM","","","BDCM","","","","","","","haematopoietic_and_lymphoid_tissue","hematopoietic_and_lymphatic_system","","","","","haematopoietic_and_lymphoid_tissue","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","CVCL_4613","BDCM_83_2019","","haematopoietic_and_lymphoid_tissue","Acute myeloid leukemia","Cancer cell line",NA,"ACH-000080",""
"BE-13","Lymphoid","BE-13","","","","","","BE-13","BE-13","","","BE-13","","","","BE-13","","","","haematopoietic_and_lymphoid_tissue","","","","","","Blood","","blood","","","haematopoietic_and_lymphoid_tissue","","","haematopoietic_and_lymphoid_tissue","","","","","","","","CVCL_1081","BE13_84_2019","BE-13","haematopoietic_and_lymphoid_tissue","Childhood T acute lymphoblastic leukemia","Cancer cell line",NA,"ACH-002216",""
"BEN","Lung","BEN","BEN","","","BEN","BEN","BEN","","BEN","BEN","BEN","","BEN","BEN","BEN","","BEN_LUNG","","lung","lung","","","Lung","LUNG","Lung:NSCLC","lung","lung","","","lung","lung","Lung","lung","","","","","","lung","","CVCL_1082","BEN_87_2019","BEN","lung","Non-small cell lung carcinoma","Cancer cell line","TRUE","ACH-000603",""
"BFTC-905","Bladder/Urinary Tract","BFTC-905","BFTC-905","BFTC905","","BFTC-905","","BFTC-905","","BFTC-905","BFTC-905","BFTC-905","","BFTC905","BFTC-905","BFTC-905","","BFTC905_URINARY_TRACT","","urinary_tract","urinary_tract","bladder","","Urinary Bladder","","Bladder","urinary_tract","urogenital_system","","","urinary_tract","urinary_tract","","urinary_tract","","","","","","urinary_tract","","CVCL_1083","BFTC905_88_2019","BFTC-905","urinary_tract","Bladder carcinoma","Cancer cell line",NA,"ACH-000802",""
"BFTC-909","Bladder/Urinary Tract","BFTC-909","BFTC-909","","","BFTC-909","","BFTC-909","","BFTC-909","BFTC-909","BFTC-909","","BFTC909","BFTC-909","BFTC-909","","BFTC909_KIDNEY","","urinary_tract","kidney","","","Kidney","","Kidney","urinary_tract","kidney","","","urinary_tract","kidney","Kidney","urinary_tract","","","","","","kidney","","CVCL_1084","BFTC909_89_2019","BFTC-909","urinary_tract","Renal cell carcinoma","Cancer cell line",NA,"ACH-000792",""
"BGC-823","Cervix","","BGC-823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_3360","BGC823_90_2019","","stomach","Human papillomavirus-related endocervical adenocarcinoma","Cancer cell line",NA,"ACH-001017",""
"BHT-101","Thyroid","BHT-101","BHT-101","BHT101","","","","BHT-101","","BHT-101","BHT-101","BHT-101","","BHT101","","BHT-101","","BHT101_THYROID","","thyroid","thyroid","thyroid_gland","","","","Thyroid","thyroid","thyroid","","","thyroid","thyroid","","thyroid","BHT101","thyroid","","","","thyroid","","CVCL_1085","BHT101_91_2019","BHT-101","thyroid","Thyroid gland undifferentiated (anaplastic) carcinoma","Cancer cell line","TRUE","ACH-000191",""
"BHY","Head and Neck","BHY","BHY","","","BHY","","BHY","","BHY","BHY","BHY","","BHY","BHY","BHY","","","","upper_aerodigestive_tract","upper_aerodigestive_tract","","","Oral Cavity","","Head & Neck","upper_aerodigestive_tract","aero_digestive_tract","","","upper_aerodigestive_tract","upper_aerodigestive_tract","Head and Neck","upper_aerodigestive_tract","","","","","","","","CVCL_1086","BHY_92_2019","BHY","upper_aerodigestive_tract","Head and neck squamous cell carcinoma","Cancer cell line",NA,"ACH-000548",""
"BICR 10","Head and Neck","","","","","BICR 10","","BICR10","BICR10","","","BICR10","","","BICR 10","BICR10","","","","","","","","Oral Cavity","","Head & Neck","","","","","","","","oral_cavity","","","","","","","","CVCL_2307","BICR10_93_2019","BICR10","oral_cavity","Buccal mucosa squamous cell carcinoma","Cancer cell line",NA,"ACH-001331",""
"BICR 16","Head and Neck","","BICR 16","","","","","","","BICR_16","BICR_16","","","BICR16","BICR 16","","","BICR16_UPPER_AERODIGESTIVE_TRACT","","","upper_aerodigestive_tract","","","","","","upper_aerodigestive_tract","","","","","upper_aerodigestive_tract","","","BICR16","upper_aerodigestive_tract","","","","upper_aerodigestive","","CVCL_2308","BICR16_94_2019","","upper_aerodigestive_tract","Tongue squamous cell carcinoma","Cancer cell line",NA,"ACH-000503",""
"BICR 18","Head and Neck","","BICR 18","","","","","","","BICR_18","BICR_18","","","BICR18","","","","","","","upper_aerodigestive_tract","","","","","","upper_aerodigestive_tract","","","","","upper_aerodigestive_tract","","","BICR18","upper_aerodigestive_tract","","","","","","CVCL_2309","BICR18_95_2019","","upper_aerodigestive_tract","Laryngeal squamous cell carcinoma","Cancer cell line","TRUE","ACH-000992",""
"BICR 22","Head and Neck","","BICR 22","","","BICR 22","","BICR22","","BICR_22","BICR_22","BICR22","","BICR22","BICR 22","BICR22","","","","","upper_aerodigestive_tract","","","Tongue","","Head & Neck","upper_aerodigestive_tract","","","","","upper_aerodigestive_tract","","upper_aerodigestive_tract","BICR22","upper_aerodigestive_tract","","","","","","CVCL_2310","BICR22_96_2019","BICR22","upper_aerodigestive_tract","Tongue squamous cell carcinoma","Cancer cell line","TRUE","ACH-000794",""
"BICR 31","Head and Neck","","BICR 31","","","BICR 31","","BICR31","","BICR_31","BICR_31","BICR31","","BICR31","BICR 31","BICR31","","BICR31_UPPER_AERODIGESTIVE_TRACT","","","upper_aerodigestive_tract","","","Tongue","","Head & Neck","upper_aerodigestive_tract","","","","","upper_aerodigestive_tract","","upper_aerodigestive_tract","BICR31","upper_aerodigestive_tract","","","","upper_aerodigestive","","CVCL_2312","BICR31_97_2019","BICR31","upper_aerodigestive_tract","Tongue squamous cell carcinoma","Cancer cell line",NA,"ACH-000228",""
"BICR 56","Head and Neck","","BICR 56","","","","","","","BICR_56","BICR_56","","","BICR56","","","","BICR56_UPPER_AERODIGESTIVE_TRACT","","","upper_aerodigestive_tract","","","","","","upper_aerodigestive_tract","","","","","upper_aerodigestive_tract","","","BICR56","upper_aerodigestive_tract","","","","upper_aerodigestive","","CVCL_2313","BICR56_98_2019","","upper_aerodigestive_tract","Tongue squamous cell carcinoma","Cancer cell line",NA,"ACH-000771",""
"BICR 6","Head and Neck","","BICR 6","","","","","","","BICR_6","BICR_6","","","BICR6","","","","BICR6_UPPER_AERODIGESTIVE_TRACT","","","upper_aerodigestive_tract","","","","","","upper_aerodigestive_tract","","","","","upper_aerodigestive_tract","","","BICR6","upper_aerodigestive_tract","","","","upper_aerodigestive","","CVCL_2314","BICR6_99_2019","","upper_aerodigestive_tract","Hypopharyngeal squamous cell carcinoma","Cancer cell line",NA,"ACH-000415",""
"BICR 78","Head and Neck","","","","","BICR 78","","BICR78","BICR78","","","BICR78","","","BICR 78","BICR78","","","","","","","","Oral Cavity","","Head & Neck","","","","","","","","oral_cavity","","","","","","","","CVCL_2315","BICR78_100_2019","BICR78","oral_cavity","Oral cavity squamous cell carcinoma","Cancer cell line",NA,"ACH-001332",""
"BIN-67","Ovary/Fallopian Tube","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CVCL_S987","BIN-671262021_","","","","",NA,"ACH-001278",""
"BJ1-hTERT","Skin","","BJ hTERT","","","","","","","","","","","","","","","","","","skin","","","","","","","","","","","","","","","","","","","","","CVCL_6573","BJhTERT_101_2019","","skin","","Telomerase immortalized cell line",NA,"ACH-001018",""
"BJAB","Lymphoid","","","","","BJAB","","","","","","","","","BJAB","","","","","","","","","Lymph Node","","","","","","","haematopoietic_and_lymphoid_tissue","","","","","","","","","","","CVCL_5711","BJAB_102_2019","","haematopoietic_and_lymphoid_tissue","Burkitt lymphoma","Cancer cell line",NA,"",""
"BL-41","Lymphoid","BL-41","BL-41","","","","","BL-41","","BL-41","BL-41","BL-41","","BL41","","BL-41","","","BL41","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","blood","","","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue","","haematopoietic_and_lymphoid_tissue","","","","","","","blood","CVCL_1087","BL41_103_2019","BL-41","haematopoietic_and_lymphoid_tissue","Burkitt lymphoma","Cancer cell line",NA,"ACH-000245",""
