GDSC.sampleid	GDSC.Sample_Name	CCLE.sampleid	GDSC.BROAD_ID	GDSC.RRID	CMP.model_id	CMP.sampleid	GDSC.COSMIC_ID	GDSC.Whole_Exome_Sequencing_(WES)	GDSC.Copy_Number_Alterations_(CNA)	GDSC.Gene_Expression	GDSC.Methylation	GDSC.DrugResponse	GDSC.Tissue_descriptor_1	GDSC.Tissuedescriptor_2	GDSC.Cancer_Type(matching_TCGA_label)	GDSC.Microsatellite_instability_Status_(MSI)	GDSC.Screen_Medium	GDSC.Growth_Properties	GDSC.tissue	GDSC.cancer_type	GDSC.cancer_type_ncit_id	GDSC.sample_site	GDSC.gender	GDSC.ethnicity	GDSC.age_at_sampling
NCI-H727	NCI-H727	NCIH727_LUNG	ACH-000775	CVCL_1584	SIDM01119	SIDS00315	724855	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_carcinoid	NA	MSS/MSI-L	R	Adherent	Lung	Other Solid Cancers	C4038	Bronchus	Female	White	65
CALU-6	Calu-6	CALU6_LUNG	ACH-000264	CVCL_0236	SIDM00921	SIDS00096	724859	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Unknown	Female	White	61
LU-65	LU-65	LU65_LUNG	ACH-000438	CVCL_1392	SIDM00547	SIDS01011	724863	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_large cell	NA	MSS/MSI-L	R	Suspension	Lung	Non-Small Cell Lung Carcinoma	C4452	Lung	Male	East Asian	64
NCI-H1355	NCI-H1355	NCIH1355_LUNG	ACH-000666	CVCL_1464	SIDM00645	SIDS00220	724866	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Pleural effusion	Male	White	53
NCI-H1792	NCI-H1792	NCIH1792_LUNG	ACH-000496	CVCL_1495	SIDM00771	SIDS00245	724868	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Pleural effusion	Male	White	50
HPAF-II	HPAF-II	HPAFII_PANCREAS	ACH-000094	CVCL_0313	SIDM00669	SIDS00158	724869	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C9120	Peritoneal ascitic fluid	Male	White	44
MIA-PACA-2	MIA-PaCa-2	MIAPACA2_PANCREAS	ACH-000601	CVCL_0428	SIDM00505	SIDS00917	724870	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C9120	Unknown	Male	White	65
SHP-77	SHP-77	SHP77_LUNG	ACH-000790	CVCL_1693	SIDM01078	SIDS00356	724872	Y	Y	Y	N	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Semi-Adherent	Lung	Small Cell Lung Carcinoma	C4917	Lung	Male	White	54
NCI-H2009	NCI-H2009	NCIH2009_LUNG	ACH-000886	CVCL_1514	SIDM00756	SIDS00261	724873	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Lymph node	Female	White	68
NCI-H2291	NCI-H2291	NCIH2291_LUNG	ACH-000718	CVCL_1546	SIDM00728	SIDS00289	724874	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Lymph node	Male	Unknown	NA
SW1573	SW1573	SW1573_LUNG	ACH-000677	CVCL_1720	SIDM01163	SIDS00392	724878	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C2923	Unknown	Female	White	44
SW900	SW900	SW900_LUNG	ACH-000669	CVCL_1731	SIDM01158	SIDS00401	724879	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC	MSS/MSI-L	R	Adherent	Lung	Squamous Cell Lung Carcinoma	C3493	Lung	Male	White	53
TE-5	TE-5	TE5_OESOPHAGUS	ACH-000408	CVCL_1764	SIDM00347	SIDS01075	735784	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	D/F12	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Unknown	Female	Unknown	NA
HCC1954	HCC1954	HCC1954_BREAST	ACH-000859	CVCL_1259	SIDM00872	SIDS00145	749709	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C4017	Mammary gland/duct	Female	South Asian	61
HCC1143	HCC1143	HCC1143_BREAST	ACH-000374	CVCL_1245	SIDM00866	SIDS00129	749710	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C4017	Mammary gland/duct	Female	White	52
HCC1187	HCC1187	HCC1187_BREAST	ACH-000111	CVCL_1247	SIDM00885	SIDS00131	749711	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Suspension	Breast	Breast Carcinoma	C4017	Mammary gland	Female	White	41
HCC1395	HCC1395	HCC1395_BREAST	ACH-000699	CVCL_1249	SIDM00884	SIDS00133	749712	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C4017	Mammary gland/duct	Female	White	43
HCC1599	HCC1599	HCC1599_BREAST	ACH-000196	CVCL_1256	SIDM00877	SIDS00140	749713	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Suspension	Breast	Breast Carcinoma	C4017	Mammary gland/duct	Female	White	44
HCC1937	HCC1937	HCC1937_BREAST	ACH-000223	CVCL_0290	SIDM00874	SIDS00143	749714	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C4017	Mammary gland/duct	Female	White	23
HCC2157	HCC2157	HCC2157_BREAST	ACH-000691	CVCL_1261	SIDM00774	SIDS00148	749715	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	D/F12	Suspension	Breast	Breast Carcinoma	C4017	Mammary gland	Female	Black	48
HCC2218	HCC2218	HCC2218_BREAST	ACH-000755	CVCL_1263	SIDM00772	SIDS00150	749716	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Suspension	Breast	Breast Carcinoma	C4017	Mammary gland/duct	Female	White	38
HCC38	HCC38	HCC38_BREAST	ACH-000276	CVCL_1267	SIDM00675	SIDS00152	749717	Y	Y	Y	Y	Y	breast	breast	BRCA	MSS/MSI-L	R	Adherent	Breast	Breast Carcinoma	C4017	Mammary gland/duct	Female	White	50
BB30-HNC	BB30-HNC	BB30HNC_UPPER_AERODIGESTIVE_TRACT	ACH-002212	CVCL_1076	SIDM00172	SIDS00629	753531	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Unknown	Unknown	Unknown	NA
BB49-HNC	BB49-HNC	BB49HNC_UPPER_AERODIGESTIVE_TRACT	ACH-002213	CVCL_1077	SIDM00174	SIDS00630	753532	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Unknown	Unknown	Unknown	NA
BB65-RCC	BB65-RCC	BB65RCC_KIDNEY	ACH-002090	CVCL_1078	SIDM00191	SIDS00631	753533	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	D/F12	Adherent	Kidney	Kidney Carcinoma	C9385	Unknown	Unknown	Unknown	NA
BEN	BEN	BEN_LUNG	ACH-000603	CVCL_1082	SIDM00990	SIDS00455	753534	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C2926	Supraclavicular lymph node	Male	Unknown	71
BHY	BHY	BHY_UPPER_AERODIGESTIVE_TRACT	ACH-000548	CVCL_1086	SIDM00986	SIDS00459	753535	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C34447	Unknown	Male	East Asian	52
CA9-22	Ca9-22	CA922_UPPER_AERODIGESTIVE_TRACT	ACH-002043	CVCL_1102	SIDM00489	SIDS00952	753538	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Head and Neck Carcinoma	C129857	Oral, gingiva	Male	East Asian	NA
CADO-ES1	CADO-ES1	CADOES1_BONE	ACH-000210	CVCL_1103	SIDM00961	SIDS00465	753539	Y	Y	Y	Y	Y	bone	ewings_sarcoma	NA	MSS/MSI-L	R	Suspension	Bone	Ewing's Sarcoma	C4817	Pleural Effusion	Female	East Asian	19
CAL-12T	CAL-12T	CAL12T_LUNG	ACH-000826	CVCL_1105	SIDM00939	SIDS00468	753540	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_not specified	UNABLE TO CLASSIFY	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C2926	Unknown	Male	Unknown	NA
CAL-33	CAL-33	CAL33_UPPER_AERODIGESTIVE_TRACT	ACH-000518	CVCL_1108	SIDM00942	SIDS00472	753541	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4648	Tongue	Male	Unknown	69
CP50-MEL-B	CP50-MEL-B	CP50MELB_SKIN	ACH-002096	CVCL_1143	SIDM00175	SIDS00632	753545	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C3224	Unknown	Unknown	Unknown	NA
CP66-MEL	CP66-MEL	CP66MEL_SKIN	ACH-002097	CVCL_1144	SIDM00190	SIDS00633	753546	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C3224	Unknown	Unknown	Unknown	NA
CPC-N	CPC-N	CPCN_LUNG	ACH-001049	CVCL_1146	SIDM00953	SIDS00491	753547	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Pleural Effusion	Unknown	Unknown	NA
CTV-1	CTV-1	CTV1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002222	CVCL_1150	SIDM00951	SIDS00493	753548	Y	Y	Y	Y	Y	leukemia	acute_myeloid_leukaemia	LAML	MSI-H	R	Suspension	Haematopoietic and Lymphoid	T-Lymphoblastic Leukemia	C9142	Peripheral blood	Unknown	Unknown	NA
D-542MG	D-542MG	D542MG_CENTRAL_NERVOUS_SYSTEM	ACH-002230	CVCL_1164	SIDM00207	SIDS00577	753549	Y	Y	Y	Y	Y	nervous_system	glioma	GBM	MSS/MSI-L	D/F12	Adherent	Central Nervous System	Glioblastoma	C3058	Unknown	Female	Unknown	NA
DMS-79	DMS-79	DMS79_LUNG	ACH-000703	CVCL_1178	SIDM00524	SIDS00901	753551	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	NA	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Pleural effusion	Unknown	Unknown	NA
DSH1	DSH1	DSH1_URINARY_TRACT	ACH-002235	CVCL_1182	SIDM00970	SIDS00437	753552	Y	Y	Y	Y	Y	urogenital_system	Bladder	BLCA	MSS/MSI-L	R	Adherent	Bladder	Bladder Carcinoma	C4912	Unknown	Unknown	Unknown	NA
EBC-1	EBC-1	EBC1_LUNG	ACH-000563	CVCL_2891	SIDM00486	SIDS00955	753554	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC	MSS/MSI-L	D/F12	Adherent	Lung	Squamous Cell Lung Carcinoma	C3493	Unknown	Male	Unknown	69
EC-GI-10	EC-GI-10	ECGI10_OESOPHAGUS	ACH-000305	CVCL_1187	SIDM00278	SIDS00661	753555	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	D/F12	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Lymph Node	Male	East Asian	65
EPLC-272H	EPLC-272H	EPLC272H_LUNG	ACH-000585	CVCL_1197	SIDM01044	SIDS00511	753556	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC	MSS/MSI-L	R	Adherent	Lung	Other Solid Cancers	C45544	Lung	Male	White	57
HA7-RCC	HA7-RCC	HA7RCC_KIDNEY	ACH-002139	CVCL_1241	SIDM00188	SIDS00635	753558	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	D/F12	Adherent	Kidney	Kidney Carcinoma	C9385	Unknown	Unknown	Unknown	NA
HCE-4	HCE-4	HCE4_OESOPHAGUS	ACH-002243	CVCL_1271	SIDM00052	SIDS00731	753559	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	D/F12	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Unknown	Unknown	Unknown	NA
HO-1-U-1	HO-1-u-1	HO1U1_UPPER_AERODIGESTIVE_TRACT	ACH-002045	CVCL_2784	SIDM00591	SIDS00967	753561	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4833	Mouth floor	Male	Unknown	72
HSC-2	HSC-2	HSC2_UPPER_AERODIGESTIVE_TRACT	ACH-000472	CVCL_1287	SIDM00590	SIDS00968	753562	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Oral Cavity Carcinoma	C4833	Mouth	Male	Unknown	69
IM-9	IM-9	IM9_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-002247	CVCL_1305	SIDM00632	SIDS00195	753563	Y	Y	Y	Y	Y	myeloma	myeloma	MM	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Non-Cancerous	C41168	Peripheral Blood	Female	Unknown	NA
IST-SL1	IST-SL1	ISTSL1_LUNG	ACH-002144	CVCL_1313	SIDM00223	SIDS00600	753564	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Semi-Adherent	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Male	Unknown	NA
IST-SL2	IST-SL2	ISTSL2_LUNG	ACH-002145	CVCL_1314	SIDM00230	SIDS00601	753565	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Male	Unknown	NA
J82	J82	J82_URINARY_TRACT	ACH-000396	CVCL_0359	SIDM00693	SIDS00172	753566	Y	Y	Y	Y	Y	urogenital_system	Bladder	BLCA	MSS/MSI-L	D/F12	Adherent	Bladder	Bladder Carcinoma	C4912	Urinary Bladder	Male	White	58
KNS-62	KNS-62	KNS62_LUNG	ACH-000858	CVCL_1335	SIDM00606	SIDS00991	753569	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_squamous_cell_carcinoma	LUSC	MSS/MSI-L	D/F12	Adherent	Lung	Squamous Cell Lung Carcinoma	C3493	Brain	Male	Unknown	49
KOSC-2	KOSC-2	KOSC2_UPPER_AERODIGESTIVE_TRACT	ACH-002260	CVCL_1337	SIDM00603	SIDS00994	753570	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	R	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Unknown	Male	Unknown	51
KP-4	KP-4	KP4_PANCREAS	ACH-000265	CVCL_1338	SIDM00301	SIDS00677	753572	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	D/F12	Adherent	Pancreas	Pancreatic Carcinoma	C3850	Ascites	Male	East Asian	50
KYSE-140	KYSE-140	KYSE140_OESOPHAGUS	ACH-000823	CVCL_1347	SIDM01032	SIDS00560	753573	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Middle intrathoracic oesophagus	Male	East Asian	54
KYSE-410	KYSE-410	KYSE410_OESOPHAGUS	ACH-000809	CVCL_1352	SIDM01028	SIDS00564	753574	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Cervical oesophagus	Male	East Asian	51
KYSE-520	KYSE-520	KYSE520_OESOPHAGUS	ACH-000637	CVCL_1355	SIDM01025	SIDS00567	753575	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Lower intrathoracic oesophagus	Female	East Asian	58
KYSE-70	KYSE-70	KYSE70_OESOPHAGUS	ACH-000784	CVCL_1356	SIDM01024	SIDS00568	753576	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	R	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Middle intrathoracic oesophagus	Male	East Asian	77
LB1047-RCC	LB1047-RCC	LB1047RCC_KIDNEY	ACH-002150	CVCL_1364	SIDM00187	SIDS00636	753577	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSI-H	D/F12	Adherent	Kidney	Kidney Carcinoma	C9385	Unknown	Female	Unknown	NA
LB2241-RCC	LB2241-RCC	LB2241RCC_KIDNEY	ACH-002151	CVCL_1365	SIDM00186	SIDS00637	753578	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	D/F12	Adherent	Kidney	Kidney Carcinoma	C9385	Unknown	Male	Unknown	NA
LB2518-MEL	LB2518-MEL	LB2518MEL_SKIN	ACH-002152	CVCL_1366	SIDM00185	SIDS00638	753579	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C3224	Unknown	Female	Unknown	NA
LB373-MEL-D	LB373-MEL-D	LB373MELD_SKIN	ACH-002153	CVCL_1367	SIDM00184	SIDS00639	753581	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	D/F12	Adherent	Skin	Melanoma	C3224	Unknown	Female	Unknown	NA
LB647-SCLC	LB647-SCLC	LB647SCLC_LUNG	ACH-002154	CVCL_1368	SIDM00183	SIDS00640	753582	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Semi-Adherent	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Male	Unknown	NA
LB771-HNC	LB771-HNC	LB771HNC_UPPER_AERODIGESTIVE_TRACT	ACH-002265	CVCL_1369	SIDM00182	SIDS00641	753583	Y	Y	Y	Y	Y	aero_dig_tract	head and neck	HNSC	MSS/MSI-L	D/F12	Adherent	Head and Neck	Head and Neck Carcinoma	C34447	Unknown	Male	Unknown	NA
LB831-BLC	LB831-BLC	LB831BLC_URINARY_TRACT	ACH-002266	CVCL_1370	SIDM00181	SIDS00642	753584	Y	Y	Y	Y	Y	urogenital_system	Bladder	BLCA	MSS/MSI-L	D/F12	Adherent	Bladder	Bladder Carcinoma	C4912	Unknown	Male	Unknown	NA
LB996-RCC	LB996-RCC	LB996RCC_KIDNEY	ACH-002155	CVCL_1371	SIDM00180	SIDS00643	753585	Y	Y	Y	Y	Y	kidney	kidney	KIRC	MSS/MSI-L	D/F12	Adherent	Kidney	Kidney Carcinoma	C9385	Unknown	Male	Unknown	NA
LCLC-103H	LCLC-103H	LCLC103H_LUNG	ACH-000627	CVCL_1375	SIDM00345	SIDS01096	753586	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_large cell	NA	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C4450	Pleural effusion	Male	White	61
LU-134-A	LU-134-A	LU134A_LUNG	ACH-002051	CVCL_1387	SIDM00296	SIDS00682	753588	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Lung	Male	East Asian	80
LU-165	LU-165	LU165_LUNG	ACH-002077	CVCL_1391	SIDM00292	SIDS00685	753589	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Lymph Node	Male	East Asian	50
LXF-289	LXF-289	LXF289_LUNG	ACH-000787	CVCL_1394	SIDM00339	SIDS01102	753592	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	D/F12	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Unknown	Male	Unknown	63
MS-1	MS-1	MS1_LUNG	ACH-001958	CVCL_1429	SIDM00245	SIDS00693	753594	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Male	East Asian	54
MZ1-PC	MZ1-PC	MZ1PC_PANCREAS	ACH-002164	CVCL_1434	SIDM00053	SIDS00730	753595	Y	Y	Y	Y	Y	pancreas	pancreas	PAAD	MSS/MSI-L	R	Adherent	Pancreas	Pancreatic Carcinoma	C9120	Unknown	Unknown	Unknown	NA
MZ7-MEL	MZ7-mel	MZ7MEL_SKIN	ACH-002166	CVCL_1436	SIDM00516	SIDS00887	753596	Y	Y	Y	Y	Y	skin	melanoma	SKCM	MSS/MSI-L	R	Adherent	Skin	Melanoma	C3224	Unknown	Female	Unknown	NA
NCI-H128	NCI-H128	NCIH128_LUNG	ACH-002286	CVCL_1460	SIDM00650	SIDS00215	753597	Y	Y	N	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	R	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Pleural effusion	Male	Black	60
NCI-H1304	NCI-H1304	NCIH1304_LUNG	ACH-002169	CVCL_1462	SIDM00648	SIDS00217	753599	Y	Y	Y	N	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Suspension	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Female	Unknown	NA
NCI-H1563	NCI-H1563	NCIH1563_LUNG	ACH-000892	CVCL_1475	SIDM00751	SIDS00228	753600	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Lung	Male	Unknown	0
NCI-H292	NCI-H292	NCIH292_LUNG	ACH-001075	CVCL_0455	SIDM00493	SIDS00920	753604	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	NA	MSS/MSI-L	R	Adherent	Lung	Other Solid Cancers	C45544	Lymph node	Female	Black	32
NCI-H510A	NCI-H510A	NCIH510_LUNG	ACH-000871	CVCL_1565	SIDM00927	SIDS00303	753605	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Semi-Adherent	Lung	Small Cell Lung Carcinoma	C4917	Adrenal Gland	Male	White	56
NCI-H835	NCI-H835	NCIH835_LUNG	ACH-002177	CVCL_1593	SIDM01133	SIDS00320	753607	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_carcinoid	NA	MSS/MSI-L	R	Suspension	Lung	Other Solid Cancers	C4038	Unknown	Female	Black	48
PC-14	PC-14	PC14_LUNG	ACH-000030	CVCL_1640	SIDM00237	SIDS00701	753608	Y	Y	Y	Y	Y	lung_NSCLC	lung_NSCLC_adenocarcinoma	LUAD	MSS/MSI-L	R	Adherent	Lung	Non-Small Cell Lung Carcinoma	C3512	Unknown	Unknown	East Asian	NA
SBC-3	SBC-3	SBC3_LUNG	ACH-002197	CVCL_1678	SIDM00367	SIDS01055	753610	Y	Y	Y	Y	Y	lung_SCLC	lung_small_cell_carcinoma	SCLC	MSS/MSI-L	D/F12	Adherent	Lung	Small Cell Lung Carcinoma	C4917	Unknown	Male	Unknown	24
SK-MM-2	SK-MM-2	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000363	CVCL_1699	SIDM00391	SIDS01161	753612	Y	Y	Y	Y	Y	myeloma	myeloma	MM	MSS/MSI-L	R	Suspension	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Peripheral blood	Male	Unknown	54
TE-15	TE-15	TE15_OESOPHAGUS	ACH-000353	CVCL_1763	SIDM00249	SIDS00705	753614	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	D/F12	Suspension	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Unknown	Female	Unknown	NA
U-266	U-266	U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ACH-000626	CVCL_0566	SIDM00417	SIDS01174	753615	Y	Y	Y	Y	Y	myeloma	myeloma	MM	MSS/MSI-L	R	Semi-Adherent	Haematopoietic and Lymphoid	Plasma Cell Myeloma	C3242	Peripheral blood	Male	Unknown	53
BE2-M17	BE2-M17	BE2M17_AUTONOMIC_GANGLIA	ACH-002217	CVCL_0167	SIDM01229	SIDS00084	753616	Y	Y	Y	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	D/F12	Adherent	Peripheral Nervous System	Neuroblastoma	C3270	Bone marrow	Male	Unknown	2
KELLY	KELLY	KELLY_AUTONOMIC_GANGLIA	ACH-000259	CVCL_2092	SIDM01009	SIDS00553	753618	Y	Y	Y	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	R	Adherent	Peripheral Nervous System	Neuroblastoma	C3270	Unknown	Unknown	Unknown	NA
SIMA	SIMA	SIMA_AUTONOMIC_GANGLIA	ACH-000099	CVCL_1695	SIDM00395	SIDS01157	753620	Y	Y	Y	Y	Y	neuroblastoma	neuroblastoma	NB	MSS/MSI-L	R	Adherent	Peripheral Nervous System	Neuroblastoma	C3270	Adrenal Tissue	Male	Other	1.7
TE-1	TE-1	TE1_OESOPHAGUS	ACH-000647	CVCL_1759	SIDM00369	SIDS01072	753621	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	D/F12	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Unknown	Male	Unknown	NA
TE-10	TE-10	TE10_OESOPHAGUS	ACH-000318	CVCL_1760	SIDM00349	SIDS01073	753622	Y	Y	Y	Y	Y	aero_dig_tract	oesophagus	ESCA	MSS/MSI-L	D/F12	Adherent	Esophagus	Esophageal Squamous Cell Carcinoma	C4024	Unknown	Male	Unknown	NA
