unichem.ChEMBL	pubchem.CID	CCLE.treatmentid	CTRP.treatmentid	GDSC.treatmentid	gCSI.treatmentid	pubchem.MolecularFormula	pubchem.MolecularWeight	pubchem.InChIKey	pubchem.Title	unichem.ChEBI	unichem.FDA_SRS	unichem.LINCS	unichem.rxnorm	unichem.clinicaltrials	unichem.DrugBank	unichem.NIH_Clinical_Collection	unichem.PharmGKB	chembl.action_type	chembl.disease_efficacy	chembl.max_phase	chembl.mec_id	chembl.mechanism_of_action	chembl.target_chembl_id	chembl.site_id	chembl.parent_molecule_chembl_id
CHEMBL1410015	675434		IU1			C18H21FN2O	300.4	JUWDSDKJBMFLHE-UHFFFAOYSA-N	1-[1-(4-fluorophenyl)-2,5-dimethyl-1H-pyrrol-3-yl]-2-(pyrrolidin-1-yl)ethan-1-one	""	""	LSM-46180	""	""	""	""	""								
CHEMBL1404553	2113511		ML031			C19H20N2O3	324.4	JRESCQKIRPOOEM-UHFFFAOYSA-N	1-[2-[2,5-Dimethyl-1-(phenylmethyl)-3-pyrrolyl]-2-oxoethyl]pyrrolidine-2,5-dione	92682	""	LSM-2859	""	""	""	""	""								
CHEMBL2260448	613753		BRD-K26531177			C17H21NO5	319.4	WAGZSQGCUXDBOA-UHFFFAOYSA-N	1-[3-(3,4,5-Trimethoxyphenyl)propanoyl]-2,3-dihydropyridin-6-one	182635	""	""	""	""	""	""	""								
CHEMBL515414	644243			FMK		C18H19FN4O2	342.4	IKLGYJACVCXYIL-UHFFFAOYSA-N	1-[4-Amino-7-(3-hydroxypropyl)-5-(4-methylphenyl)-7H-pyrrolo[2,3-d]pyrimidin-6-yl]-2-fluoroethanone	""	""	""	""	""	""	""	""								
CHEMBL3392893	25226117			HG-5-88-01		C26H32ClN7O4S	574.1	IMEGLYUXMGWVQA-UHFFFAOYSA-N	1-[4-[[4-Amino-5-chloro-6-(2-propan-2-ylsulfonylanilino)-2-pyrimidinyl]amino]-3-methoxyphenyl]-4-piperidinecarboxamide	94486	""	LSM-5245	""	""	""	""	""								
CHEMBL4756194	77232197			CD532		C26H25F3N8O	522.5	GBMIFBVLJSCVJT-UHFFFAOYSA-N	1-[4-[[4-[(5-Cyclopentyl-1h-Pyrazol-3-Yl)amino]pyrimidin-2-Yl]amino]phenyl]-3-[3-(Trifluoromethyl)phenyl]urea	83432	""	""	""	""	""	""	""								
CHEMBL2159498	46931953			P22077		C12H7F2NO3S2	315.3	RMAMGGNACJHXHO-UHFFFAOYSA-N	1-[5-(2,4-Difluoro-phenylsulfanyl)-4-nitro-thiophen-2-yl]-ethanone	""	""	LSM-46196	""	""	""	""	""								
CHEMBL3774655	90488984			I-CBP112		C27H36N2O5	468.6	YKNAKDFZAWQEEO-IBGZPJMESA-N	1-[7-(3,4-Dimethoxyphenyl)-9-[[(3S)-1-methylpiperidin-3-yl]methoxy]-2,3,4,5-tetrahydro-1,4-benzoxazepin-4-yl]propan-1-one	""	""	""	""	""	""	""	""								
""	44493528		BRD-K52037352			C35H45N5O5	615.8	ICEMUJZXENLAMO-TWVHRYOLSA-N	1-[[(2R,3S)-9-[[(cyclohexylamino)-oxomethyl]amino]-5-[(2S)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-2-yl]methyl]-1-methyl-3-(1-naphthalenyl)urea	124436	""	LSM-35878	""	""	""	""	""								
""	44486093		BRD-K30019337			C22H36N4O4	420.5	GIKJWVQVMSIYNX-JXXFODFXSA-N	1-[[(2S,3R)-8-(dimethylamino)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-2-yl]methyl]-1-methyl-3-propan-2-ylurea	111607	""	LSM-23021	""	""	""	""	""								
""	54619267		BRD-K41597374			C29H35F2N3O5S	575.7	CROBQSVNIOLQSN-VKIDHGPPSA-N	1-[[(4S,5R)-8-(2-cyclopentylethynyl)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-3-(2,5-difluorophenyl)-1-methylurea	119728	""	LSM-31172	""	""	""	""	""								
CHEMBL2062550	20959075		ELCPK			C21H20N2O3S	380.5	PRXMGFKGGVZBTL-UHFFFAOYSA-N	1-[[4-(2-Cyclopropyl-5-oxazolyl)phenyl]sulfonyl]-1,2,3,4-tetrahydro-quinoline	""	""	""	""	""	""	""	""								
CHEMBL2204995	71268957			GSK343		C31H39N7O2	541.7	ULNXAWLQFZMIHX-UHFFFAOYSA-N	1-isopropyl-N-((6-methyl-2-oxo-4-propyl-1,2-dihydropyridin-3-yl)methyl)-6-(2-(4-methylpiperazin-1-yl)pyridin-4-yl)-1H-indazole-4-carboxamide	167693	""	""	""	""	""	""	""								
CHEMBL558752	11656518	RAF265	RAF265			C24H16F6N6O	518.4	YABJJWZLRMPFSI-UHFFFAOYSA-N	1-methyl-5-[2-[5-(trifluoromethyl)-1H-imidazol-2-yl]pyridin-4-yl]oxy-N-[4-(trifluoromethyl)phenyl]benzimidazol-2-amine	91451	8O434L3768	LSM-1207	""	RAF 265,RAF265,CHIR-265,RAF-265	DB05984	""	""	INHIBITOR	1	2	4806	Serine/threonine-protein kinase B-raf inhibitor	CHEMBL5145		CHEMBL558752
CHEMBL558752	11656518	RAF265	RAF265			C24H16F6N6O	518.4	YABJJWZLRMPFSI-UHFFFAOYSA-N	1-methyl-5-[2-[5-(trifluoromethyl)-1H-imidazol-2-yl]pyridin-4-yl]oxy-N-[4-(trifluoromethyl)phenyl]benzimidazol-2-amine	91451	8O434L3768	LSM-1207	""	RAF 265,RAF265,CHIR-265,RAF-265	DB05984	""	""	INHIBITOR	1	2	4807	Vascular endothelial growth factor receptor 2 inhibitor	CHEMBL279		CHEMBL558752
CHEMBL3186563	53301938		ML258			C24H23N5O2	413.5	ROLAAOPXUWECGQ-UHFFFAOYSA-N	12-[(4-Methoxyphenyl)methyl]spiro[12,14,15,16,17-pentazatetracyclo[8.7.0.02,7.013,17]heptadeca-1(10),2,4,6,13,15-hexaene-9,1'-cyclopentane]-11-one	""	""	""	""	""	""	""	""								
CHEMBL1970879	9549184			A-770041		C34H39N9O3	621.7	ZMNWFTYYYCSSTF-UHFFFAOYSA-N	1H-Indole-2-carboxamide, N-(4-(1-(trans-4-(4-acetyl-1-piperazinyl)cyclohexyl)-4-amino-1H-pyrazolo(3,4-d)pyrimidin-3-yl)-2-methoxyphenyl)-1-methyl-	91457	""	""	""	""	""	""	""								
CHEMBL3932121	11257553		BRD-K30748066			C19H22N6OS	382.5	CGGMDMYBCWDOLZ-UHFFFAOYSA-N	2(3H)-Thiazolone, 3,4-diMethyl-5-[2-[[4-(1-piperazinyl)phenyl]aMino]-4-pyriMidinyl]-	""	""	""	""	""	""	""	""								
CHEMBL22373	122327		CI-976			C23H39NO4	393.6	WAFNZAURAWBNDZ-UHFFFAOYSA-N	2,2-Dimethyl-N-(2,4,6-trimethoxyphenyl)dodecanamide	95040	8653IQ20EA	LSM-6282	""	""	""	""	""								
CHEMBL444810	87371			L-Oxonoreleagnine		C11H10N2O	186.21	FZHZQHNKCPJTNQ-UHFFFAOYSA-N	2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indol-1-one	""	""	""	""	""	""	""	""								
CHEMBL429095	262093		NSC95397			C14H14O4S2	310.4	MAASHDQFQDDECQ-UHFFFAOYSA-N	2,3-Bis(2-hydroxyethylthio)-1,4-naphthalenedione	93193	""	LSM-3521	""	""	""	""	""								
CHEMBL2363137	3463933			FH535		C13H10Cl2N2O4S	361.2	AXNUEXXEQGQWPA-UHFFFAOYSA-N	2,5-dichloro-N-(2-methyl-4-nitrophenyl)benzenesulfonamide	125569	""	LSM-37102	""	""	""	""	""								
CHEMBL421942	3796			WHI-P97		C16H13Br2N3O3	455.1	YVCXQRVVNQMZEI-UHFFFAOYSA-N	2,6-Dibromo-4-[(6,7-dimethoxyquinazolin-4-yl)amino]phenol	91344	""	LSM-1033	""	""	""	""	""								
CHEMBL213100	11844351			WH-4-023		C32H36N6O4	568.7	NBTNHSGBRGTFJS-UHFFFAOYSA-N	2,6-Dimethylphenyl (2,4-dimethoxyphenyl)(2-((4-(4-methylpiperazin-1-yl)phenyl)amino)pyrimidin-4-yl)carbamate	94644	""	LSM-5613	""	""	""	""	""								
CHEMBL1349063	654092		CIL56			C23H27N3O5S2	489.6	XYZXEEIUKQGUHB-UHFFFAOYSA-N	2,7-bis(piperidin-1-ylsulfonyl)-9H-fluoren-9-one oxime	""	""	""	""	""	""	""	""								
CHEMBL1330145	5951923		CID-5951923			C16H18N2O7S	382.4	URVRJYLSUVXWBC-AATRIKPKSA-N	2-((1,1-Dioxidotetrahydrothiophen-3-yl)(methyl)amino)-2-oxoethyl 3-(3-nitrophenyl)acrylate	""	""	""	""	""	""	""	""								
CHEMBL1213082	9908783		IC-87114	IC-87114		C22H19N7O	397.4	GNWHRHGTIBRNSM-UHFFFAOYSA-N	2-((6-amino-9H-purin-9-yl)methyl)-5-methyl-3-o-tolylquinazolin-4(3H)-one	90686	9HC746B1KF	LSM-5829	""	""	""	""	""								
CHEMBL3186774	54685215			IOX2		C19H16N2O5	352.3	CAOSCCRYLYQBES-UHFFFAOYSA-N	2-(1-Benzyl-4-hydroxy-2-oxo-1,2-dihydroquinoline-3-carboxamido)acetic acid	95087	""	LSM-6339	""	""	""	""	""								
CHEMBL3188386	46926973			LGK974		C23H20N6O	396.4	XXYGTCZJJLTAGH-UHFFFAOYSA-N	2-(2',3-Dimethyl-[2,4'-bipyridin]-5-yl)-N-(5-(pyrazin-2-yl)pyridin-2-yl)acetamide	78030	U27F40013Q	""	""	LGK-974,LGK974,WNT974,WNT-974	DB12561	""	""	INHIBITOR	1	2	7498	Probable protein-cysteine N-palmitoyltransferase porcupine inhibitor	CHEMBL1255163		CHEMBL3188386
CHEMBL105442	6918454			CI-1040		C17H14ClF2IN2O2	478.7	GFMMXOIFOQCCGU-UHFFFAOYSA-N	2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluorobenzamide	91353	R3K9Y00J04	LSM-1048	""	CI-1040,CI 1040	DB12429	""	""	INHIBITOR	1	2	4691	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	CHEMBL3587		CHEMBL105442
CHEMBL105442	6918454			CI-1040		C17H14ClF2IN2O2	478.7	GFMMXOIFOQCCGU-UHFFFAOYSA-N	2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluorobenzamide	91353	R3K9Y00J04	LSM-1048	""	CI-1040,CI 1040	DB12429	""	""	INHIBITOR	1	2	4692	Dual specificity mitogen-activated protein kinase kinase 2 inhibitor	CHEMBL2964		CHEMBL105442
CHEMBL2441082	53315878			UNC0642		C29H44F2N6O2	546.7	RNAMYOYQYRYFQY-UHFFFAOYSA-N	2-(4,4-difluoropiperidin-1-yl)-6-methoxy-N-(1-propan-2-ylpiperidin-4-yl)-7-(3-pyrrolidin-1-ylpropoxy)quinazolin-4-amine	""	""	""	""	""	""	""	""								
CHEMBL2139947	57519544			Wnt-C59		C25H21N3O	379.5	KHZOJCQBHJUJFY-UHFFFAOYSA-N	2-(4-(2-methylpyridin-4-yl)phenyl)-N-(4-(pyridin-3-yl)phenyl)acetamide	""	""	""	""	""	""	""	""								
CHEMBL4101890	135905416			AZ6102		C25H28N6O	428.5	WCPTUQOMNJBIET-CALCHBBNSA-N	2-(4-(6-((3R,5S)-3,5-dimethylpiperazin-1-yl)-4-methylpyridin-3-yl)phenyl)-7-methyl-3,7-dihydro-4H-pyrrolo[2,3-d]pyrimidin-4-one	""	""	""	""	""	""	""	""								
CHEMBL226838	9858940			SB505124		C20H21N3O2	335.4	WGZOTBUYUFBEPZ-UHFFFAOYSA-N	2-(4-(benzo[d][1,3]dioxol-5-yl)-2-tert-butyl-1H-imidazol-5-yl)-6-methylpyridine	100922	""	""	""	""	""	""	""								
CHEMBL1086377	11964036		KU 0060648			C33H34N4O4S	582.7	AATCBLYHOUOCTO-UHFFFAOYSA-N	2-(4-ethylpiperazin-1-yl)-N-[4-(2-morpholin-4-yl-4-oxochromen-8-yl)dibenzothiophen-1-yl]acetamide	94302	LM6DZS6PYA	LSM-4935	""	""	""	""	""								
CHEMBL4303309	25257557			CX-5461		C27H27N7O2S	513.6	XGPBJCHFROADCK-UHFFFAOYSA-N	2-(4-methyl-1,4-diazepan-1-yl)-N-((5-methylpyrazin-2-yl)methyl)-5-oxo-5H-benzo[4,5]thiazolo[3,2-a][1,8]naphthyridine-6-carboxamide	156287	3R4C5YLB9I	LSM-6342	""	CX-5461,PIDNARULEX	DB16846	""	""								
CHEMBL226646	16732433			CAY10566		C18H17ClFN5O2	389.8	WFOFPVXMPTVOTJ-UHFFFAOYSA-N	2-(6-(4-(2-Chloro-5-fluorophenoxy)piperidin-1-yl)pyridazin-3-yl)-5-methyl-1,3,4-oxadiazole	""	""	""	""	""	""	""	""								
CHEMBL1165723	1716436		BRD-K45681478			C13H10ClNO2	247.67	PYIGZVBXHAUBPU-UHFFFAOYSA-N	2-(Allylamino)-3-chloronaphthoquinone	108333	""	LSM-19709	""	""	""	""	""								
CHEMBL4542380	117072552			GSK591		C22H28N4O2	380.5	TWKYXZSXXXKKJU-FQEVSTJZSA-N	2-(Cyclobutylamino)-N-[(2s)-3-(3,4-Dihydroisoquinolin-2(1h)-Yl)-2-Hydroxypropyl]pyridine-4-Carboxamide	""	""	""	""	""	""	""	""								
CHEMBL406050	219104		PX-12			C7H12N2S2	188.3	BPBPYQWMFCTCNG-UHFFFAOYSA-N	2-(Sec-butyldisulfanyl)-1h-imidazole	94291	8PQ9CZ8BTJ	LSM-4918	""	PX-12	DB05448	""	""	INHIBITOR	1	2	7916	Thioredoxin inhibitor	CHEMBL2010624		CHEMBL406050
CHEMBL2204495	68107965			GSK2578215A		C24H18FN3O2	399.4	WCIGMFCFPXZRMQ-UHFFFAOYSA-N	2-(benzyloxy)-5-(2-fluoropyridin-4-yl)-N-(pyridin-3-yl)benzamide	""	Q641JSF42X	""	""	""	""	""	""								
""	54639665		BRD-K17060750			C19H29FN4O4	396.5	HVYAXUQBEQKNPC-BBWFWOEESA-N	2-(dimethylamino)-N-[(2R,3R,6S)-6-[2-[[(4-fluoroanilino)-oxomethyl]amino]ethyl]-2-(hydroxymethyl)-3-oxanyl]acetamide	118719	""	LSM-30168	""	""	""	""	""								
CHEMBL1231795	46224516		UNC0638	UNC0638		C30H47N5O2	509.7	QOECJCJVIMVJGX-UHFFFAOYSA-N	2-Cyclohexyl-N-(1-isopropylpiperidin-4-yl)-6-methoxy-7-(3-(pyrrolidin-1-yl)propoxy)quinazolin-4-amine	95074	26A103L2FO	LSM-6325	""	""	""	""	""								
CHEMBL477936	252682		NSC 74859			C16H15NO7S	365.4	HWNUSGNZBAISFM-UHFFFAOYSA-N	2-Hydroxy-4-(2-(tosyloxy)acetamido)benzoic acid	91224	JG1E8503OI	LSM-6243	""	""	""	""	""								
CHEMBL2179387	71271629			PFI-1		C16H17N3O4S	347.4	TXZPMHLMPKIUGK-UHFFFAOYSA-N	2-Methoxy-N-(3-Methyl-2-Oxo-1,2,3,4-Tetrahydroquinazolin-6-Yl)benzenesulfonamide	95079	""	LSM-6331	""	""	""	""	""								
CHEMBL483321	9874913			CP724714		C27H27N5O3	469.5	LLVZBTWPGQVVLW-SNAWJCMRSA-N	2-Methoxy-N-[(2E)-3-[4-[[3-methyl-4-[(6-methyl-3-pyridinyl)oxy]phenyl]amino]-6-quinazolinyl]-2-propen-1-yl]acetamide	167658	I05QZ0S4V3	LSM-42777	""	CP-724714,CP-724,714	DB12302	""	""	INHIBITOR	1	2	4192	Receptor protein-tyrosine kinase erbB-2 inhibitor	CHEMBL1824		CHEMBL483321
CHEMBL222102	5278396		KU-55933	KU-55933		C21H17NO3S2	395.5	XRKYMMUGXMWDAO-UHFFFAOYSA-N	2-Morpholino-6-(thianthren-1-yl)-4H-pyran-4-one	91372	O549494L5D	LSM-1074	""	""	""	""	""								
CHEMBL1241268	327653		pifithrin-mu			C8H7NO2S	181.21	ZZUZYEMRHCMVTB-UHFFFAOYSA-N	2-Phenylethynesulfonamide	93704	""	LSM-4188	""	""	""	""	""								
CHEMBL224864	2130404		AGK-2	AGK2		C23H13Cl2N3O2	434.3	SVENPFFEMUOOGK-SDNWHVSQSA-N	2-Propenamide, 2-cyano-3-(5-(2,5-dichlorophenyl)-2-furanyl)-N-5-quinolinyl-	""	DDF0L8606A	LSM-43196	""	""	""	""	""								
""	54639701		BRD-K09587429			C22H33N3O5	419.5	VZQKOZAJNGTVKC-MDNKFWRPSA-N	2-[(2S,5R,6R)-6-(hydroxymethyl)-5-[[2-(4-morpholinyl)-1-oxoethyl]amino]-2-oxanyl]-N-[(1R)-1-phenylethyl]acetamide	118782	""	LSM-30231	""	""	""	""	""								
CHEMBL1232461	46943432		GSK525762A	I-BET-762		C22H22ClN5O2	423.9	AAAQFGUYHFJNHI-SFHVURJKSA-N	2-[(4s)-6-(4-Chlorophenyl)-8-Methoxy-1-Methyl-4h-[1,2,4]triazolo[4,3-A][1,4]benzodiazepin-4-Yl]-N-Ethylacetamide	95082	5QIO6SRZ2R	LSM-6334	""	GSK525762,I-BET 762,GSK-525762C,GSK-525762A,GSK-525762,MOLIBRESIB,MOLIBRESIB BESYLATE,GSK525762A,GSK525762C	DB16239	""	""	INHIBITOR	1	2	7429	Bromodomain and extra-terminal motif (BET) inhibitor	CHEMBL4296614		CHEMBL1232461
CHEMBL1499544	3689413		ML162			C23H22Cl2N2O3S	477.4	UNVKYJSNMVDZJE-UHFFFAOYSA-N	2-[(chloroacetyl)(3-chloro-4-methoxyphenyl)amino]-N-(2-phenylethyl)-2-thien-2-ylacetamide	176499	""	LSM-1493	""	""	""	""	""								
CHEMBL4303453	2984337			WIKI4		C29H23N5O3S	521.6	RNUXIZKXJOGYQP-UHFFFAOYSA-N	2-[3-[[4-(4-Methoxyphenyl)-5-pyridin-4-yl-1,2,4-triazol-3-yl]sulfanyl]propyl]benzo[de]isoquinoline-1,3-dione	""	""	""	""	""	""	""	""								
CHEMBL1331211	992586			UMI-77		C18H14BrNO5S2	468.3	WUGANDSUVKXMEC-UHFFFAOYSA-N	2-[4-[(4-Bromophenyl)sulfonylamino]-1-hydroxynaphthalen-2-yl]sulfanylacetic acid	""	""	""	""	""	""	""	""								
CHEMBL17289	148198		GMX-1778			C19H22ClN5O	371.9	BOIPLTNGIAPDBY-UHFFFAOYSA-N	2-[6-(4-Chlorophenoxy)hexyl]-1-cyano-3-pyridin-4-ylguanidine	95016	8LAP87DNSZ	LSM-6247	""	CHS-828,CHS 828	DB12980	""	""								
CHEMBL2165191	44137675		AZD6482	AZD6482		C22H24N4O4	408.4	IRTDIKMSKMREGO-OAHLLOKOSA-N	2-[[(1R)-1-[7-Methyl-2-(4-morpholinyl)-4-oxo-4H-pyrido[1,2-a]pyrimidin-9-yl]ethyl]amino]benzoic acid	91359	78G6MP5PZ5	LSM-1059	""	AZD-6482,AZD6482,AZD 6482	DB14980	""	""	INHIBITOR	1	2	4139	PI3-kinase class I inhibitor	CHEMBL3559703		CHEMBL2165191
CHEMBL2177736	44462758			PRT062607		C19H23N9O	393.4	TXGKRVFSSHPBAJ-JKSUJKDBSA-N	2-[[(1R,2S)-2-aminocyclohexyl]amino]-4-[3-(triazol-2-yl)anilino]pyrimidine-5-carboxamide	""	K9C42672RH	""	""	""	""	""	""								
CHEMBL2130707	66890843		QS-11			C36H33N5O2	567.7	DOKZLKDGUQWMSX-UHFFFAOYSA-N	2-[[2-(2,3-dihydro-1H-inden-5-yloxy)-9-[(4-phenylphenyl)methyl]purin-6-yl]amino]-3-phenylpropan-1-ol	""	""	""	""	""	""	""	""								
CHEMBL3186312	53440640		BIBR-1532	BIBR-1532		C21H17NO3	331.4	PGFQXGLPJUCTOI-UHFFFAOYSA-N	2-[[3-(2-Naphthalenyl)-1-oxobut-2-enyl]amino]benzoic acid	94985	""	""	""	""	""	""	""								
CHEMBL471728	421610		GANT-61			C27H35N5	429.6	KVQOGDQTWWCZFX-UHFFFAOYSA-N	2-[[3-[[2-(dimethylamino)phenyl]methyl]-2-pyridin-4-yl-1,3-diazinan-1-yl]methyl]-N,N-dimethylaniline	140908,94276	""	LSM-4903	""	""	""	""	""								
CHEMBL558642	25022668			GSK650394		C25H22N2O2	382.5	WVSBGSNVCDAMCF-UHFFFAOYSA-N	2-cyclopentyl-4-(5-phenyl-1H-pyrrolo[2,3-b]pyridin-3-yl)benzoic acid	95066	56887611DJ	LSM-6316	""	""	""	""	""								
CHEMBL3188551	56949517		GSK2636771		GSK2636771	C22H22F3N3O3	433.4	XTKLTGBKIDQGQL-UHFFFAOYSA-N	2-methyl-1-(2-methyl-3-(trifluoromethyl)benzyl)-6-morpholino-1H-benzo[d]imidazole-4-carboxylic acid	""	DW94IAT0LS	LSM-45667	""	GSK 2636771,GSK2636771,GSK-2636771	DB11795	""	""	INHIBITOR	1	2	4225	PI3-kinase p110-beta subunit inhibitor	CHEMBL3145		CHEMBL3188551
CHEMBL2133556	2742550		HC-067047			C26H28F3N3O2	471.5	NCZYSQOTAYFTNM-UHFFFAOYSA-N	2-methyl-1-(3-morpholin-4-ylpropyl)-5-phenyl-N-[3-(trifluoromethyl)phenyl]pyrrole-3-carboxamide	""	""	""	""	""	""	""	""								
CHEMBL3334621	72199292		ETP-46464			C30H22N4O2	470.5	DPLMXAYKJZOTKO-UHFFFAOYSA-N	2-methyl-2-(4-(2-oxo-9-(quinolin-3-yl)-2,4-dihydro-1H-[1,3]oxazino[5,4-c]quinolin-1-yl)phenyl)propanenitrile	""	""	""	""	""	""	""	""								
CHEMBL1673046	46843772			XMD8-92		C26H30N6O3	474.6	QAPAJIZPZGWAND-UHFFFAOYSA-N	2-{[2-ethoxy-4-(4-hydroxypiperidin-1-yl)phenyl]amino}-5,11-dimethyl-5,11-dihydro-6H-pyrimido[4,5-b][1,4]benzodiazepin-6-one	60325	""	LSM-1094	""	""	""	""	""								
CHEMBL2206358	3676137		IPR-456			C28H25N3O4	467.5	HQQHYDSAYJUPSU-UHFFFAOYSA-N	2-{[3-(3,5-Dimethylpiperidino)-6-oxo-6H-anthra[1,9-CD]isoxazol-5-YL]amino}benzoic acid	""	""	""	""	""	""	""	""								
CHEMBL2134202	51371303			PF-4708671	PF-4708671	C19H21F3N6	390.4	FBLPQCAQRNSVHB-UHFFFAOYSA-N	2-{[4-(5-Ethylpyrimidin-4-Yl)piperazin-1-Yl]methyl}-5-(Trifluoromethyl)-1h-Benzimidazole	""	""	""	""	""	""	""	""								
CHEMBL514554	11612883		PF-573228			C22H20F3N5O3S	491.5	HESLKTSGTIBHJU-UHFFFAOYSA-N	3,4-Dihydro-6-[[4-[[[3-(methylsulfonyl)phenyl]methyl]amino]-5-(trifluoromethyl)-2-pyrimidinyl]amino]-2(1H)-quinolinone	91446	""	LSM-1200	""	""	""	""	""								
CHEMBL1672571	45258277			kb NB 142-70		C11H9NO2S2	251.3	DHUAGGSHTKPOHU-UHFFFAOYSA-N	3,4-Dihydro-9-hydroxy-[1]benzothieno[2,3-f]-1,4-thiazepin-5(2H)-one	""	""	""	""	""	""	""	""								
CHEMBL1086580	135418940			XAV939		C14H11F3N2OS	312.31	KLGQSVMIPOVQAX-UHFFFAOYSA-N	3,5,7,8-Tetrahydro-2-[4-(trifluoromethyl)phenyl]-4H-thiopyrano[4,3-d]pyrimidin-4-one	62878	""	LSM-5303	""	""	""	""	""								
CHEMBL285480	6184667		Ch-55			C24H28O3	364.5	FOUVTBKPJRMLPE-FMIVXFBMSA-N	3,5-Di-tert-butylchalcone	""	""	""	""	""	""	""	""								
CHEMBL2355345	54618795		BRD-K33514849			C30H32N4O7S	592.7	OYKBHWDUAQJSNT-CJYOKPGZSA-N	3-(1,3-benzodioxol-5-yl)-1-[[(4R,5R)-2-[(2R)-1-hydroxypropan-2-yl]-4-methyl-1,1-dioxo-8-(2-pyridin-4-ylethynyl)-4,5-dihydro-3H-6,1$l^{6},2-benzoxathiazocin-5-yl]methyl]-1-methylurea	95898	""	LSM-7277	""	""	""	""	""								
CHEMBL102714	176158			SB216763		C19H12Cl2N2O2	371.2	JCSGFHVFHSKIJH-UHFFFAOYSA-N	3-(2,4-Dichlorophenyl)-4-(1-methyl-1H-indol-3-yl)-1H-pyrrole-2,5-dione	91421	""	LSM-1161	""	""	""	""	""								
CHEMBL1449747	3825829		Mdivi-1			C15H10Cl2N2O2S	353.2	NZJKEVWTYMOYOR-UHFFFAOYSA-N	3-(2,4-dichloro-5-methoxyphenyl)-2-sulfanyl-4(3H)-quinazolinone	""	""	""	""	""	""	""	""								
CHEMBL2144069	11676786			AZ628	AZ-628	C27H25N5O2	451.5	ZGBGPEDJXCYQPH-UHFFFAOYSA-N	3-(2-Cyanopropan-2-yl)-N-(4-methyl-3-((3-methyl-4-oxo-3,4-dihydroquinazolin-6-yl)amino)phenyl)benzamide	91354	560S6B5D79	LSM-1050	""	""	""	""	""								
CHEMBL1090479	46885626			GSK1070916		C30H33N7O	507.6	QTBWCSQGBMPECM-UHFFFAOYSA-N	3-(4-(4-(2-(3-((dimethylamino)methyl)phenyl)-1H-pyrrolo[2,3-b]pyridin-4-yl)-1-ethyl-1H-pyrazol-3-yl)phenyl)-1,1-dimethylurea	91362	8VLB51V7HO	LSM-1062	""	GSK1070916,GSK 1070916A,GSK-1070916	""	""	""	INHIBITOR	1	1	4220	Serine/threonine-protein kinase Aurora-B inhibitor	CHEMBL2185		CHEMBL1090479
CHEMBL1090479	46885626			GSK1070916		C30H33N7O	507.6	QTBWCSQGBMPECM-UHFFFAOYSA-N	3-(4-(4-(2-(3-((dimethylamino)methyl)phenyl)-1H-pyrrolo[2,3-b]pyridin-4-yl)-1-ethyl-1H-pyrazol-3-yl)phenyl)-1,1-dimethylurea	91362	8VLB51V7HO	LSM-1062	""	GSK1070916,GSK 1070916A,GSK-1070916	""	""	""	INHIBITOR	1	1	4221	Serine/threonine-protein kinase Aurora-C inhibitor	CHEMBL3935		CHEMBL1090479
CHEMBL483847	5311510			GNF-2		C18H13F3N4O2	374.3	WEVYNIUIFUYDGI-UHFFFAOYSA-N	3-(6-((4-(Trifluoromethoxy)phenyl)amino)pyrimidin-4-yl)benzamide	91337	6D7Q9Z2W7T	LSM-1022	""	""	""	""	""								
CHEMBL1170377	16218924			A-83-01		C25H19N5S	421.5	HIJMSZGHKQPPJS-UHFFFAOYSA-N	3-(6-methylpyridin-2-yl)-N-phenyl-4-(quinolin-4-yl)-1H-pyrazole-1-carbothioamide	""	X3ZNM7QJ2Q	""	""	""	""	""	""								
CHEMBL1766779	51000408			VE821		C18H16N4O3S	368.4	DUIHHZKTCSNTGM-UHFFFAOYSA-N	3-Amino-6-(4-(methylsulfonyl)phenyl)-N-phenylpyrazine-2-carboxamide	124916	BF884TQ935	LSM-36358	""	""	""	""	""								
CHEMBL176252	9866186		3-Cl-AHPC			C25H25ClO3	408.9	ZUIMAMHUQKPCBR-QHHAFSJGSA-N	3-Cl-AHPC	""	""	""	""	""	""	""	""								
CHEMBL1089334	44543605		ML203			C19H23N3O6S2	453.5	GMHIOMMKSMSRLY-UHFFFAOYSA-N	3-[[4-(2,3-Dihydro-1,4-benzodioxin-6-ylsulfonyl)-1,4-diazepan-1-yl]sulfonyl]aniline	93419	""	LSM-3813	""	""	""	""	""								
CHEMBL405759	9549289			TWS119		C18H14N4O2	318.3	VPVLEBIVXZSOMQ-UHFFFAOYSA-N	3-[[6-(3-Aminophenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]oxy]phenol	91384	""	LSM-1111	""	""	""	""	""								
