Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Characteristics[tissue supergroup]	Characteristics[metatastic tissue]	Characteristics[organism part]	Characteristics[disease]	Characteristics[age]	Unit [age unit]	Characteristics[sex]	Characteristics[ethnicity]	Characteristics[media]	Characteristics[freeze media]	Comment[ENA_ALIAS]	Protocol REF	Extract Name	Comment[NOMINAL_LENGTH]	Comment[LIBRARY_SELECTION]	Comment[NOMINAL_SDEV]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[ENA_RUN]	Factor Value[cell line]	Factor Value[organism part]	Factor Value[disease]
Sample 27	ERS395459	cell	Homo sapiens	NCBI Taxonomy	9606	IM-95	stomach	not applicable	stomach	gastric adenocarcinoma	not available	  	not available	not available	DMEM, 10% FBS, 10mg/L Insulin, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587027	P-MTAB-39822	ERS395459 extract	200	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379921	sequencing assay	ERX379921	ERR413616_1	ERR413616	IM-95	stomach	gastric adenocarcinoma
Sample 27	ERS395459	cell	Homo sapiens	NCBI Taxonomy	9606	IM-95	stomach	not applicable	stomach	gastric adenocarcinoma	not available	  	not available	not available	DMEM, 10% FBS, 10mg/L Insulin, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587027	P-MTAB-39822	ERS395459 extract	200	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379921	sequencing assay	ERX379921	ERR413616_2	ERR413616	IM-95	stomach	gastric adenocarcinoma
Sample 28	ERS395788	cell	Homo sapiens	NCBI Taxonomy	9606	SNU-601	stomach	ascites	stomach	gastric carcinoma	34	year	male	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587031	P-MTAB-39822	ERS395788 extract	175	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380250	sequencing assay	ERX380250	ERR413945_1	ERR413945	SNU-601	stomach	gastric carcinoma
Sample 28	ERS395788	cell	Homo sapiens	NCBI Taxonomy	9606	SNU-601	stomach	ascites	stomach	gastric carcinoma	34	year	male	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587031	P-MTAB-39822	ERS395788 extract	175	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380250	sequencing assay	ERX380250	ERR413945_2	ERR413945	SNU-601	stomach	gastric carcinoma
Sample 29	ERS395301	cell	Homo sapiens	NCBI Taxonomy	9606	Daudi	lymphoid	not applicable	blood	malignant Burkitt's lymphoma	not available	  	not available	not available	RPMI-1640 10% HI FBS, 2mM Glutamine	Complete growth medium, 90%; DMSO, 10%	587405	P-MTAB-39822	ERS395301 extract	301	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379763	sequencing assay	ERX379763	ERR413458_1	ERR413458	Daudi	blood	malignant Burkitt's lymphoma
Sample 29	ERS395301	cell	Homo sapiens	NCBI Taxonomy	9606	Daudi	lymphoid	not applicable	blood	malignant Burkitt's lymphoma	not available	  	not available	not available	RPMI-1640 10% HI FBS, 2mM Glutamine	Complete growth medium, 90%; DMSO, 10%	587405	P-MTAB-39822	ERS395301 extract	301	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379763	sequencing assay	ERX379763	ERR413458_2	ERR413458	Daudi	blood	malignant Burkitt's lymphoma
Sample 30	ERS395416	cell	Homo sapiens	NCBI Taxonomy	9606	HEL	lymphoid	not applicable	blood	erythroleukemia	30	year	male	not available	RPMI-1640, 10% HI FBS, 2mM Glutamine	Complete growth medium, 90%; DMSO, 10%	587410	P-MTAB-39822	ERS395416 extract	220	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379878	sequencing assay	ERX379878	ERR413573_1	ERR413573	HEL	blood	erythroleukemia
Sample 30	ERS395416	cell	Homo sapiens	NCBI Taxonomy	9606	HEL	lymphoid	not applicable	blood	erythroleukemia	30	year	male	not available	RPMI-1640, 10% HI FBS, 2mM Glutamine	Complete growth medium, 90%; DMSO, 10%	587410	P-MTAB-39822	ERS395416 extract	220	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379878	sequencing assay	ERX379878	ERR413573_2	ERR413573	HEL	blood	erythroleukemia
Sample 31	ERS395426	cell	Homo sapiens	NCBI Taxonomy	9606	HNT-34	lymphoid	not applicable	blood	acute myeloid leukemia	47	year	female	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587412	P-MTAB-39822	ERS395426 extract	199	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379888	sequencing assay	ERX379888	ERR413583_1	ERR413583	HNT-34	blood	acute myeloid leukemia
Sample 31	ERS395426	cell	Homo sapiens	NCBI Taxonomy	9606	HNT-34	lymphoid	not applicable	blood	acute myeloid leukemia	47	year	female	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587412	P-MTAB-39822	ERS395426 extract	199	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379888	sequencing assay	ERX379888	ERR413583_2	ERR413583	HNT-34	blood	acute myeloid leukemia
Sample 32	ERS395483	cell	Homo sapiens	NCBI Taxonomy	9606	KG-1	lymphoid	not applicable	blood	leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587414	P-MTAB-39822	ERS395483 extract	208	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379945	sequencing assay	ERX379945	ERR413640_1	ERR413640	KG-1	blood	leukemia
Sample 32	ERS395483	cell	Homo sapiens	NCBI Taxonomy	9606	KG-1	lymphoid	not applicable	blood	leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587414	P-MTAB-39822	ERS395483 extract	208	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379945	sequencing assay	ERX379945	ERR413640_2	ERR413640	KG-1	blood	leukemia
Sample 33	ERS395549	cell	Homo sapiens	NCBI Taxonomy	9606	ME-1	lymphoid	not applicable	bone marrow	acute myelogenic leukemia 	40	year	male	Japanese	RPMI-1640, 10% HI FBS, 2mM Glutamine	Complete growth medium, 90%; DMSO, 10%	587415	P-MTAB-39822	ERS395549 extract	199	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380011	sequencing assay	ERX380011	ERR413706_1	ERR413706	ME-1	bone marrow	acute myelogenic leukemia 
Sample 33	ERS395549	cell	Homo sapiens	NCBI Taxonomy	9606	ME-1	lymphoid	not applicable	bone marrow	acute myelogenic leukemia 	40	year	male	Japanese	RPMI-1640, 10% HI FBS, 2mM Glutamine	Complete growth medium, 90%; DMSO, 10%	587415	P-MTAB-39822	ERS395549 extract	199	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380011	sequencing assay	ERX380011	ERR413706_2	ERR413706	ME-1	bone marrow	acute myelogenic leukemia 
Sample 34	ERS395565	cell	Homo sapiens	NCBI Taxonomy	9606	MOLM-16	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	female	Japanese	RPMI-1640 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587418	P-MTAB-39822	ERS395565 extract	191	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380027	sequencing assay	ERX380027	ERR413722_1	ERR413722	MOLM-16	blood	acute myeloid leukemia
Sample 34	ERS395565	cell	Homo sapiens	NCBI Taxonomy	9606	MOLM-16	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	female	Japanese	RPMI-1640 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587418	P-MTAB-39822	ERS395565 extract	191	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380027	sequencing assay	ERX380027	ERR413722_2	ERR413722	MOLM-16	blood	acute myeloid leukemia
Sample 35	ERS395571	cell	Homo sapiens	NCBI Taxonomy	9606	MV-4-11	lymphoid	not applicable	blood	acute myeloid leukemia	10	year	male	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587419	P-MTAB-39822	ERS395571 extract	188	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380033	sequencing assay	ERX380033	ERR413728_1	ERR413728	MV-4-11	blood	acute myeloid leukemia
Sample 35	ERS395571	cell	Homo sapiens	NCBI Taxonomy	9606	MV-4-11	lymphoid	not applicable	blood	acute myeloid leukemia	10	year	male	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587419	P-MTAB-39822	ERS395571 extract	188	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380033	sequencing assay	ERX380033	ERR413728_2	ERR413728	MV-4-11	blood	acute myeloid leukemia
Sample 36	ERS395673	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-AML2	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587421	P-MTAB-39822	ERS395673 extract	193	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380135	sequencing assay	ERX380135	ERR413830_1	ERR413830	OCI-AML2	blood	acute myeloid leukemia
Sample 36	ERS395673	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-AML2	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587421	P-MTAB-39822	ERS395673 extract	193	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380135	sequencing assay	ERX380135	ERR413830_2	ERR413830	OCI-AML2	blood	acute myeloid leukemia
Sample 37	ERS395674	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-AML3	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587422	P-MTAB-39822	ERS395674 extract	185	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380136	sequencing assay	ERX380136	ERR413831_1	ERR413831	OCI-AML3	blood	acute myeloid leukemia
Sample 37	ERS395674	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-AML3	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587422	P-MTAB-39822	ERS395674 extract	185	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380136	sequencing assay	ERX380136	ERR413831_2	ERR413831	OCI-AML3	blood	acute myeloid leukemia
Sample 38	ERS395675	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-AML5	lymphoid	not applicable	blood	acute myeloid leukemia	77	year	male	not available	RPMI-1640 + 10% HI FBS + 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587423	P-MTAB-39822	ERS395675 extract	174	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380137	sequencing assay	ERX380137	ERR413832_1	ERR413832	OCI-AML5	blood	acute myeloid leukemia
Sample 38	ERS395675	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-AML5	lymphoid	not applicable	blood	acute myeloid leukemia	77	year	male	not available	RPMI-1640 + 10% HI FBS + 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587423	P-MTAB-39822	ERS395675 extract	174	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380137	sequencing assay	ERX380137	ERR413832_2	ERR413832	OCI-AML5	blood	acute myeloid leukemia
Sample 39	ERS395680	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-M1	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587424	P-MTAB-39822	ERS395680 extract	187	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380142	sequencing assay	ERX380142	ERR413837_1	ERR413837	OCI-M1	blood	acute myeloid leukemia
Sample 39	ERS395680	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-M1	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587424	P-MTAB-39822	ERS395680 extract	187	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380142	sequencing assay	ERX380142	ERR413837_2	ERR413837	OCI-M1	blood	acute myeloid leukemia
Sample 40	ERS395681	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-M2	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587425	P-MTAB-39822	ERS395681 extract	181	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380143	sequencing assay	ERX380143	ERR413838_1	ERR413838	OCI-M2	blood	acute myeloid leukemia
Sample 40	ERS395681	cell	Homo sapiens	NCBI Taxonomy	9606	OCI-M2	lymphoid	not applicable	blood	acute myeloid leukemia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587425	P-MTAB-39822	ERS395681 extract	181	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380143	sequencing assay	ERX380143	ERR413838_2	ERR413838	OCI-M2	blood	acute myeloid leukemia
Sample 41	ERS395776	cell	Homo sapiens	NCBI Taxonomy	9606	SKM-1	lymphoid	not applicable	blood	myelodysplasia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587428	P-MTAB-39822	ERS395776 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380238	sequencing assay	ERX380238	ERR413933_1	ERR413933	SKM-1	blood	myelodysplasia
Sample 41	ERS395776	cell	Homo sapiens	NCBI Taxonomy	9606	SKM-1	lymphoid	not applicable	blood	myelodysplasia	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587428	P-MTAB-39822	ERS395776 extract	194	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380238	sequencing assay	ERX380238	ERR413933_2	ERR413933	SKM-1	blood	myelodysplasia
Sample 42	ERS395810	cell	Homo sapiens	NCBI Taxonomy	9606	SUP-B15	lymphoid	not applicable	blood	acute lymphoblastic leukemia 	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587429	P-MTAB-39822	ERS395810 extract	191	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380272	sequencing assay	ERX380272	ERR413967_1	ERR413967	SUP-B15	blood	acute lymphoblastic leukemia 
Sample 42	ERS395810	cell	Homo sapiens	NCBI Taxonomy	9606	SUP-B15	lymphoid	not applicable	blood	acute lymphoblastic leukemia 	not available	  	not available	not available	RPMI-1640, 10% HI FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587429	P-MTAB-39822	ERS395810 extract	191	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX380272	sequencing assay	ERX380272	ERR413967_2	ERR413967	SUP-B15	blood	acute lymphoblastic leukemia 
Sample 43	ERS395227	cell	Homo sapiens	NCBI Taxonomy	9606	BT-20	breast	not applicable	breast	breast carcinoma	74	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587433	P-MTAB-39822	ERS395227 extract	212	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379690	sequencing assay	ERX379690	ERR413385_1	ERR413385	BT-20	breast	breast carcinoma
Sample 43	ERS395227	cell	Homo sapiens	NCBI Taxonomy	9606	BT-20	breast	not applicable	breast	breast carcinoma	74	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587433	P-MTAB-39822	ERS395227 extract	212	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379690	sequencing assay	ERX379690	ERR413385_2	ERR413385	BT-20	breast	breast carcinoma
Sample 44	ERS395228	cell	Homo sapiens	NCBI Taxonomy	9606	BT-474	breast	soft tissue	breast	breast ductal adenocarcinoma	60	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587434	P-MTAB-39822	ERS395228 extract	204	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379691	sequencing assay	ERX379691	ERR413386_1	ERR413386	BT-474	breast	breast ductal adenocarcinoma
Sample 44	ERS395228	cell	Homo sapiens	NCBI Taxonomy	9606	BT-474	breast	soft tissue	breast	breast ductal adenocarcinoma	60	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587434	P-MTAB-39822	ERS395228 extract	204	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379691	sequencing assay	ERX379691	ERR413386_2	ERR413386	BT-474	breast	breast ductal adenocarcinoma
Sample 45	ERS395229	cell	Homo sapiens	NCBI Taxonomy	9606	BT-483	breast	not applicable	breast	breast ductal adenocarcinoma	23	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587436	P-MTAB-39822	ERS395229 extract	242	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379692	sequencing assay	ERX379692	ERR413387_1	ERR413387	BT-483	breast	breast ductal adenocarcinoma
Sample 45	ERS395229	cell	Homo sapiens	NCBI Taxonomy	9606	BT-483	breast	not applicable	breast	breast ductal adenocarcinoma	23	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587436	P-MTAB-39822	ERS395229 extract	242	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379692	sequencing assay	ERX379692	ERR413387_2	ERR413387	BT-483	breast	breast ductal adenocarcinoma
Sample 46	ERS395230	cell	Homo sapiens	NCBI Taxonomy	9606	BT-549	breast	not applicable	breast	breast ductal adenocarcinoma	72	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587437	P-MTAB-39822	ERS395230 extract	213	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379693	sequencing assay	ERX379693	ERR413388_1	ERR413388	BT-549	breast	breast ductal adenocarcinoma
Sample 46	ERS395230	cell	Homo sapiens	NCBI Taxonomy	9606	BT-549	breast	not applicable	breast	breast ductal adenocarcinoma	72	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587437	P-MTAB-39822	ERS395230 extract	213	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379693	sequencing assay	ERX379693	ERR413388_2	ERR413388	BT-549	breast	breast ductal adenocarcinoma
Sample 47	ERS395245	cell	Homo sapiens	NCBI Taxonomy	9606	CAL-120	breast	effusion, pleural	breast	breast adenocarcinoma	43	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587438	P-MTAB-39822	ERS395245 extract	269	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379708	sequencing assay	ERX379708	ERR413403_1	ERR413403	CAL-120	breast	breast adenocarcinoma
Sample 47	ERS395245	cell	Homo sapiens	NCBI Taxonomy	9606	CAL-120	breast	effusion, pleural	breast	breast adenocarcinoma	43	year	female	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587438	P-MTAB-39822	ERS395245 extract	269	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379708	sequencing assay	ERX379708	ERR413403_2	ERR413403	CAL-120	breast	breast adenocarcinoma
Sample 48	ERS395247	cell	Homo sapiens	NCBI Taxonomy	9606	CAL-148	breast	effusion, pleural	breast	breast adenocarcinoma	58	year	female	not available	RPMI-1640, 10% FBS, 10ng/ml EGF, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587439	P-MTAB-39822	ERS395247 extract	228	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379710	sequencing assay	ERX379710	ERR413405_1	ERR413405	CAL-148	breast	breast adenocarcinoma
Sample 48	ERS395247	cell	Homo sapiens	NCBI Taxonomy	9606	CAL-148	breast	effusion, pleural	breast	breast adenocarcinoma	58	year	female	not available	RPMI-1640, 10% FBS, 10ng/ml EGF, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587439	P-MTAB-39822	ERS395247 extract	228	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379710	sequencing assay	ERX379710	ERR413405_2	ERR413405	CAL-148	breast	breast adenocarcinoma
Sample 49	ERS395248	cell	Homo sapiens	NCBI Taxonomy	9606	CAL-85-1	breast	not applicable	breast	breast adenocarcinoma	35	year	female	not available	DMEM, 10% FBS, 2mM L-glutamine	Complete growth medium, 90%; DMSO, 10%	587441	P-MTAB-39822	ERS395248 extract	207	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379711	sequencing assay	ERX379711	ERR413406_1	ERR413406	CAL-85-1	breast	breast adenocarcinoma
Sample 49	ERS395248	cell	Homo sapiens	NCBI Taxonomy	9606	CAL-85-1	breast	not applicable	breast	breast adenocarcinoma	35	year	female	not available	DMEM, 10% FBS, 2mM L-glutamine	Complete growth medium, 90%; DMSO, 10%	587441	P-MTAB-39822	ERS395248 extract	207	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379711	sequencing assay	ERX379711	ERR413406_2	ERR413406	CAL-85-1	breast	breast adenocarcinoma
Sample 50	ERS395253	cell	Homo sapiens	NCBI Taxonomy	9606	CAMA-1	breast	not applicable	breast	breast adenocarcinoma	51	year	female	Caucasian	DMEM, 10% FBS, 2mM L-Glutamine	Complete Growth media, 10% DMSO	587442	P-MTAB-39822	ERS395253 extract	210	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379716	sequencing assay	ERX379716	ERR413411_1	ERR413411	CAMA-1	breast	breast adenocarcinoma
Sample 50	ERS395253	cell	Homo sapiens	NCBI Taxonomy	9606	CAMA-1	breast	not applicable	breast	breast adenocarcinoma	51	year	female	Caucasian	DMEM, 10% FBS, 2mM L-Glutamine	Complete Growth media, 10% DMSO	587442	P-MTAB-39822	ERS395253 extract	210	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379716	sequencing assay	ERX379716	ERR413411_2	ERR413411	CAMA-1	breast	breast adenocarcinoma
Sample 51	ERS395320	cell	Homo sapiens	NCBI Taxonomy	9606	EFM-19	breast	effusion, pleural	breast	breast carcinoma	50	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587443	P-MTAB-39822	ERS395320 extract	215	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379782	sequencing assay	ERX379782	ERR413477_1	ERR413477	EFM-19	breast	breast carcinoma
Sample 51	ERS395320	cell	Homo sapiens	NCBI Taxonomy	9606	EFM-19	breast	effusion, pleural	breast	breast carcinoma	50	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587443	P-MTAB-39822	ERS395320 extract	215	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379782	sequencing assay	ERX379782	ERR413477_2	ERR413477	EFM-19	breast	breast carcinoma
Sample 52	ERS395321	cell	Homo sapiens	NCBI Taxonomy	9606	EFM-192A	breast	not applicable	breast	breast adenocarcinoma	46	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587444	P-MTAB-39822	ERS395321 extract	195	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379783	sequencing assay	ERX379783	ERR413478_1	ERR413478	EFM-192A	breast	breast adenocarcinoma
Sample 52	ERS395321	cell	Homo sapiens	NCBI Taxonomy	9606	EFM-192A	breast	not applicable	breast	breast adenocarcinoma	46	year	female	Caucasian	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587444	P-MTAB-39822	ERS395321 extract	195	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379783	sequencing assay	ERX379783	ERR413478_2	ERR413478	EFM-192A	breast	breast adenocarcinoma
Sample 53	ERS395329	cell	Homo sapiens	NCBI Taxonomy	9606	EVSA-T	breast	ascites	breast	breast carcinoma	not available	  	not available	not available	RPMI-1640, 10% FBS, 2mM L-Glutamine	Complete growth medium, 90%; DMSO, 10%	587445	P-MTAB-39822	ERS395329 extract	223	other	0	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-39821	GENENTECH	ERX379791	sequencing assay	ERX379791	ERR413486_1	ERR413486	EVSA-T	breast	breast carcinoma
